DateTime,Text,Language,Hashtags,ReplyCount,RetweetCount,LikeCount,QuoteCount,Media
2023-01-05 14:19:08+00:00,"Next on #HardFacts

Let's talk about the expected announcement of the G5 Governors as to what presidential candidate to support in the 2023 elections.

Join the conversation&gt;&gt;&gt;

📻Listen: https://t.co/undYVSrIXt

📲 070 - 0923 – 0923
.
#NigeriaInfoFM | #LetsTalk | @Dee_shark https://t.co/7HcVHHJLz3",en,"['HardFacts', 'NigeriaInfoFM', 'LetsTalk']",0,0,3,0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fltvz1xXoAAUVKG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fltvz1xXoAAUVKG?format=jpg&name=large')]"
2023-01-05 12:29:31+00:00,@RommelFLopez @KakanTuring Wala pa ring tatalo sa Tipas 🤣,tl,,0,0,0,0,
2023-01-05 09:21:11+00:00,This is devastating and highly despicable. The Buhari led administration has taken this nation back to the dark age. We must Utilize the next opportunity of the forthcoming elections to elect a President with a workable Policy and agenda. https://t.co/nFpEr4jxUk,en,,0,0,0,0,
2023-01-05 08:20:58+00:00,"@KimPepperKraft Dr. B is a strange 1 to be talking about med licensure. He graduated med school, yes, but did not do a residency; he cannot practice medicine.
He DOES have a ph.d. in economics though.
So much for transparency; funny how he attaches that MD all the time, but rarely the ph.d.",en,,0,0,0,0,
2023-01-05 07:38:43+00:00,"@bd_akolo @aai_austin You are actually the one not using evidence to back ur beer-parlor projection. All d credible polls that correctly predicted winners of presidential elections since 2011 based on their surveys, are currently projecting Obi to win based on their current surveys.
But here u are...",en,,1,0,0,0,
2023-01-05 06:26:36+00:00,"@PH_Omnibus @AbhishBanerj If you had an education you would have understood how wrong you are, but alas!

The opposite of progress is Congress. 

The only #NamakHaram is you who votes for Congress in elections despite the fact that under them the per capita was less than Africa..",en,['NamakHaram'],1,0,0,0,
2023-01-05 04:39:37+00:00,"Pero hindi lang sa usapang pag-ibig at pamilya nandaya at nanloko ang Macoy na ito. 

Dinaya din ni Macoy ang 1986 Snap Elections. https://t.co/MR0UYJOki7",tl,,1,12,41,2,"[Photo(previewUrl='https://pbs.twimg.com/media/FlrrCsbakAIUG8o?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FlrrCsbakAIUG8o?format=png&name=large')]"
2023-01-05 02:54:19+00:00,"LENTE calls on our fellow citizens, especially members of the vulnerable sectors, to participate and register for the upcoming Barangay and SK Elections this coming October.",en,,1,1,1,0,
2023-01-05 02:53:49+00:00,"READ: “More than 188,000 individuals have registered as voters for the Barangay and Sangguniang Kabataan Elections (BSKE) to be held in October 2023, the Commission on Elections (Comelec) reported Tuesday.”


LINK: https://t.co/fPsROLebJd",en,,1,0,2,0,
2023-01-05 00:13:41+00:00,"Must read thread abt the NAR’s attempts to undermine elections to their favor, and in the case of J6 help lead an outright coup. To quote C. Peter Wagner, “It takes a government to overthrow a government.” And they believe they literally are the only legitimate (&amp; divine) govt. https://t.co/opXSrjvaBK",en,,0,0,0,0,
2023-01-05 00:00:59+00:00,"@ifeanyispace @SamAmadi @PeterObi @atiku @officialABAT I used data to correctly predict 2011, 2015 and 2019 elections. It is that same parameters of data that I am using to project this one bcos they are favoring Obi.
Northern urchins didn't give Buhari victory in 2011. He won in 2015 when analytical data showed that he will in.
Rest",en,,1,0,13,0,
2023-01-04 22:32:50+00:00,"@ifeanyispace @SamAmadi @PeterObi @atiku @officialABAT This here 👇👇 sums up your stale political mind-game.
Try something new.

The person u claim can't win is one who all the polls that correctly predicted previous presidential elections, have been projecting through their surveys as the winner.

So where's ur source?

Rest abeg! https://t.co/YnHZeIHDUT",en,,1,3,34,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FlqXV6rWIAARcts?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FlqXV6rWIAARcts?format=jpg&name=large')]"
2023-01-04 22:05:02+00:00,@ninkibah It is a reference to the US House elections.,en,,1,0,13,0,
2023-01-04 19:57:55+00:00,"Dear Twitter friends:
When I have lost 5 FIDE-elections in a row, please someone pad me on the back and say maybe it's enough.",en,,26,7,318,1,
2023-01-04 19:11:55+00:00,"@tees4texas @SleestakMack @ConceptualJames If you don’t win — and you won’t because most people don’t actually want explicitly Christian rule — the alternative is neocommunism, mock elections, controlled speech, mass mandatory vaccination, chemical castration and ultimately mass “euthanasia.” That’s where we are at.",en,,1,0,1,0,
2023-01-04 18:03:17+00:00,"AZ needs to be the test case. If the botched elections stand without significant penalty, similar nonsense will be rolled out nationwide.

https://t.co/RvVVj9vf40",en,,1,0,1,0,
2023-01-04 17:44:58+00:00,"@nolbol Satan loves it that so many are convinced that once they accept Christ, we do not have to remain in His good graces. We can curse, cheat, we can lie, steal, murder babies, steal elections, fornicate, and all will be good with Jesus because we were saved decades back. #GodHelpUs!",en,['GodHelpUs'],0,0,0,0,
2023-01-04 16:04:21+00:00,"@Ebuka The notes will become available when the implementation of the limits kicks in on the 9th. If they make it available now, you people will still stockpile the money for elections.",en,,0,0,0,0,
2023-01-04 14:09:56+00:00,"The Commission on Elections (Comelec) vowed to swiftly resolve election cases pending before it. @COMELEC
https://t.co/Mv5JM9BZTX",en,,0,0,1,0,
2023-01-04 13:02:10+00:00,Save it for after elections. It will be a sorry state of affairs . https://t.co/Mhp7yTJ99v,en,,2,1,5,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FloUu_IXwAMRDAz?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FloUu_IXwAMRDAz?format=jpg&name=large')]"
2023-01-04 11:26:50+00:00,"INEC has cautioned Nigerians against a fake portal for the recruitment of ad hoc staff for the 2023 general elections.

INEC's Chief Press Secretary, Rotimi Oyekanmi, in a statement said the commission is no longer recruiting for the election.
.
#NigeriaInfoFM | #2023Elections https://t.co/HWMnONIwiE",en,"['NigeriaInfoFM', '2023Elections']",0,1,2,0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fln-saUWAAI3TxU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fln-saUWAAI3TxU?format=jpg&name=large')]"
2023-01-04 10:15:11+00:00,"@sayyedalifkhan As a Chinese I tell u, Chinese in GE15 voted DAP bcoz DAP promised the moon but failed to deliver now. DAP said fight Zahid but now Guan Eng said DAP &amp; PH is ok partnering Umno 4 states elections. THUS whoever is PH PM in GE15 Chinese voters careless. https://t.co/y4a2FFkrpc",en,,1,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FlnugYYakAElIPW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FlnugYYakAElIPW?format=jpg&name=large')]"
2023-01-04 10:09:58+00:00,@EzekielJr27 @talent_madungwe What zero results are talking of. CCC got more seats than any party in the 2022 by elections!,en,,0,0,0,0,
2023-01-04 09:45:41+00:00,"Interesting interview, covering the DSB attitude toward FIDE-elections, FIDE in general etc.
Its perhaps defaistic, but also realistic. And Germany is certainly not the problem, its the many western countries not willing to fight corruption within FIDE. https://t.co/Dka14Zu9o9",en,,1,0,5,0,
2023-01-04 08:51:05+00:00,@tfk_gawat But come oh....Many Yorubas in Lagos are not even indigenes. Stop this weak narrative. Anyone is free to stay anywhere in Nigeria. Yorubas plenty for PH. Nobody complains. Stop these divisive posts....calling people IPOB. Elections will come and go.,en,,0,0,3,0,
2023-01-04 07:36:57+00:00,"Corrected:
""I believe in free and fair, honest, and transparent elections AS LONG AS I WIN."" 🤣 https://t.co/nNwTZhf4F1",en,,0,0,0,0,
2023-01-04 06:52:23+00:00,"The Commission on Elections (COMELEC) has dismissed a total of 1,024 overspending cases involving the 2010 and 2013 national and local elections.
https://t.co/7MiqkACkOo
@COMELEC 
#PolitikoNews",en,['PolitikoNews'],0,0,1,0,
2023-01-04 04:15:08+00:00,"Commission on Elections (COMELEC) chair George Erwin Garcia said the voters' registration period will end on January 31 and there won't be any extension.
https://t.co/Q1MQ9HjZHl
@COMELEC 
#PolitikoNews",en,['PolitikoNews'],0,1,0,0,
2023-01-04 03:56:05+00:00,"@azcris33 @AbeWarRoom @merissahansen17 @AbrahamHamadeh Who is saying that, lol?   No Dems are saying it.  Somehow Abe is trying to make it seem as if it's the Dems fault your Republican BOS is really bad at running elections.   Which, as you know, it is.  Maybe you should vote some Dems in if you want competent government.",en,,1,0,1,0,
2023-01-04 01:26:35+00:00,"Naira Redesign Controversy Reveals Murky Politics en-route 2023 Elections by Uche Igwe, Ph.d https://t.co/wd6V4vtZ8V #electionseselection https://t.co/qZcTbQR76Y",en,['electionseselection'],0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fll1g4GX0AE4DYU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fll1g4GX0AE4DYU?format=jpg&name=large')]"
2023-01-04 00:30:30+00:00,"If same ng bumira sa S&amp;R, BDO at 2022 PH elections, GG. Awit",tl,,0,0,0,0,
2023-01-03 23:48:21+00:00,@LePapillonBlu2 ain't easy losing 3 elections in one day!!,en,,1,0,5,1,
2023-01-03 22:13:41+00:00,"More horseshit from the horseshit lady. Sham elections are the ones you don't honor, including the one in which you clearly lost.

@KariLake  Time for you to exit. People aren't buying your losing message. https://t.co/hlvBhGU8OY",en,,0,0,0,0,
2023-01-03 21:53:00+00:00,"@albcontact @kdfinfo @Presidence_RDC Well, it’s not in the interest of Kinshasa that M23 withdraws according to Luanda demands which was mere bluff on the part of Kinshasa. Who will Kinshasa use as scapegoat to win elections if M23 withdraws or if they follow the Luanda process?",en,,2,10,22,1,
2023-01-03 20:33:29+00:00,"@PNASNews You sure this is the finding @PNASNews?

Author: ""I find no evidence that people interviewed shortly before or after national elections are more likely to express negative attitudes toward religious outgroups than those interviewed at other times""",en,,0,0,0,0,
2023-01-03 20:09:57+00:00,"@Save_TheCountry @EmeraldRobinson You want to keep on losing elections, keep running Trump and his candidates.  I voted for him in 2020 too, but he is unelectable and hated by independents.  Without the independent votes, WE WILL LOSE ALWAYS!",en,,0,0,1,0,
2023-01-03 19:45:28+00:00,"@LawrenceFassler @DWF57 @GovRonDeSantis Jay is an economist. He doesn't seem to list his Ph.D., but he has a Ph.D. in economics. Further, it was funded thru the conservative/libertarian thinktank AIER. Kuldorff is a biostatistician. Gupta is the 1 epidemiologist. So pls go tell your fiction some place else.",en,,0,0,0,0,
2023-01-03 18:23:56+00:00,"2023 elections will determine the fate of the country, whether to stay under the authoritarian rule of the AKP or restore the democratic environment. 

As the media is completely silenced, social media campaigns will have a key role in setting the tone of the election campaigns.",en,,0,0,0,0,
2023-01-03 18:23:55+00:00,"In a recent research at @OrionPolicyIns, we analyzed how state-sponsored trolls (a.k.a. #aktrolls) act in a top-down organized network to manipulate public agenda during key elections and critical events in Turkey (2010-2020). 

https://t.co/W2xKWpQ7dj",en,['aktrolls'],1,1,1,0,
2023-01-03 17:18:01+00:00,"Elder statesman, Edwin Clark endorse Peter Obi for the 2023 Presidential elections.

Read here: https://t.co/qHlpI5chhc
.
#letstalk 
#NigeriaInfoFM",en,"['letstalk', 'NigeriaInfoFM']",0,3,7,0,
2023-01-03 17:01:11+00:00,"@meijerjt Pretty much every biological process is a redox reaction- elections being taken off one thing and put on something else. 
These reactions drive carbon fixation, respiration, growth, decay, everything.",en,,1,0,1,0,
2023-01-03 16:27:00+00:00,"The Commission on Elections (Comelec) said they are ready to conduct the Barangay and Sangguniang Kabataan Elections (BSKE) even if the Supreme Court (SC) decides to schedule it at an earlier date, Comelec Chairman George Garcia said. #PressOnePH  

https://t.co/T3Hyl4UyAB",en,['PressOnePH'],0,0,0,0,
2023-01-03 14:33:48+00:00,Share ko lang yung boss ko kanina sabi nagtaasan na lahat yung dag2x sahod na punta lang sa mga contribution buti di natuloy and PH parang babawiin nila yung ginamit nung elections sabay sabi B B M pa hahaha sorry sa mga ka B B M,tl,,0,0,1,0,
2023-01-03 14:21:13+00:00,"President Olusegun Obasanjo ✅
Sir Edwin Clark ✅
Governor Ortom ✅

Day 3 into the New Year, @PeterObi scores a hat-trick of influential endorsements for the February 2023 elections. 

Obidients on the streets, online and in the place of prayer, please keep aggressively working.",en,,7,64,187,0,
2023-01-03 14:01:20+00:00,"The activities of the G-5 made Mikano’s campaign to be less competitive. He was already going to lose the elections with the entrance of Peter Obi. The reason why he is a distant 3rd and not 2nd in the polls is because of the G-5.

Atiku is generally, a very weak candidate.",en,,2,7,25,0,
2023-01-03 12:17:24+00:00,"Nakahanda nang bisitahin ng Commission on Elections (Comelec) ang Kalayaan sa Palawan upang mas pataasin pa ang bilang ng nagpaparehistro sa lugar.

https://t.co/Y7TDeSaeCb",tl,,0,0,0,0,
2023-01-03 12:03:12+00:00,"READ: LENTE's Statement of Support on the Commission on Elections' Programs for 2023

#SATINangEleksyon https://t.co/NEZJQbLJiQ",en,['SATINangEleksyon'],0,4,9,1,"[Photo(previewUrl='https://pbs.twimg.com/media/Fli9UqraUAYBSLl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fli9UqraUAYBSLl?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/Fli9V63aYAAK8bI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fli9V63aYAAK8bI?format=jpg&name=large')]"
2023-01-03 11:04:24+00:00,"@AlinejadMasih I am a 60 years old woman born and living in Finland (EU)!! We were the first women in the world to get our rights to vote, stand in elections!!

I am proud of Iranian women’s rebellion against the old fashioned oppression by clergy!!

I am so proud of you women!! No for hijabs!!",en,,0,0,0,0,
2023-01-03 09:28:15+00:00,@Topboychriss I dnt tink Obasanjo endorsed atiku at any time .....2019 elections.    He stayed on the fence,en,,0,0,0,0,
2023-01-03 08:18:03+00:00,"PH to meet on Jan 7 to discuss 6 state elections, says Saifuddin",en,,0,0,2,0,
2023-01-03 08:16:17+00:00,"Commission on Elections (COMELEC) Spokesperson John Rex Laudiangco said 30,281 voters from the vulnerable sector have registered for the elections. @COMELEC
https://t.co/vkOarzgG3V",en,,0,0,1,0,
2023-01-03 08:08:58+00:00,"The Commission on Elections (COMELEC) has decided to push back to March the holding of its first election summit. @COMELEC
https://t.co/Lo9pmNBCXH",en,,0,0,1,0,
2023-01-03 08:05:52+00:00,The facts..BN is such big liability to PH as the bluddy corrupted idiot still in the picture..that is what people see..so PH makes such stupid mistakes to be associated with BN in state elections https://t.co/ZkRpMiFVZT,en,,0,0,0,0,
2023-01-03 07:45:23+00:00,"Commission on Elections (COMELEC) Chairman George Erwin Garcia said the poll body will hopefully start construction for its new offices in Pasay City this year. @COMELEC
https://t.co/g5ipPyKLZd",en,,0,0,2,0,
2023-01-03 07:22:16+00:00,"Commission on Elections (COMELEC) Chairman George Erwin Garcia and other poll officials are planning to visit the Kalayaan Island this month for the voters' registration campaign.
https://t.co/f8qZnps4Ky
#PolitikoNews",en,['PolitikoNews'],0,0,0,0,
2023-01-03 07:10:55+00:00,"@wella_agda @maracepeda Joy, courage, success",en,,0,0,0,0,
2023-01-03 06:53:32+00:00,"Pakatan Harapan (PH) will hold an official meeting to discuss the preparations for the state elections this Saturday. #PakatanHarapan #PH #StateElections #Meeting
https://t.co/wkzIC9d19f",en,"['PakatanHarapan', 'PH', 'StateElections', 'Meeting']",0,0,2,0,
2023-01-03 06:40:02+00:00,"PH to meet on Jan 7 to discuss 6 state elections

@23potteh @achristine2 @aprilinportugal @arifsetia2013d @billibear3 @borneobah @carole9859 @celineyeoh8888 @ketuakampong @lowelsielow @mikichoo @sayyedalifkhan @shan3793 @simonlee6368 @skumar176 @yvonneapy

https://t.co/75Pdyy54QV",en,,0,1,2,0,
2023-01-03 06:32:47+00:00,"PH to meet on Jan 7 to discuss 6 state elections, says Saifuddin #FMTNews https://t.co/d3ImrX2DlI",en,['FMTNews'],0,2,13,0,
2023-01-03 04:31:23+00:00,@AwakenWithJP And we have free and fair elections!,en,,0,0,3,0,
2023-01-03 02:35:15+00:00,"#tatakkaabanse #sana4allkaabanse
#SulongAbanse2022:After breezing through elections, Sara takes on DepEd challenge https://t.co/M0tSTf6XSA",en,"['tatakkaabanse', 'sana4allkaabanse', 'SulongAbanse2022']",0,0,0,0,
2023-01-03 00:40:27+00:00,What a hypocrite. Our founding fathers honored peaceful transfer of power and the outcomes of free and fair elections. They were not election deniers. https://t.co/O1CGPSydaS,en,,0,0,0,0,
2023-01-02 23:49:33+00:00,"I guarantee the Democrats haven't lost a wink of sleep over thousands of lost elections after Obamacare passed

It has set them up for the long haul, including every covid policy we've endured the last 3 years",en,,0,0,4,0,
2023-01-02 23:45:19+00:00,"Conservatives would rather the @GOP win elections knowing full well they won't do sh*t than take actual victories 

Absolute loser mentality

Thanks for standing up @JesseKellyDC https://t.co/gkCqymWNqI",en,,1,1,12,0,
2023-01-02 23:16:41+00:00,@mavisclare @FinchTH Agree 💯 It’s a problem on all biz &amp; govt fronts b/c change &amp; investment are long-term. The constant rota of elections &amp; quarterly reporting focus drives a short-term mentality. Typically one achieves long-term lasting success by thinking yrs out not just a few months,en,,0,0,1,0,
2023-01-02 22:29:07+00:00,"“Having fulfilled all requirements, we hereby declare @PeterObi of Labor Party, the winner of the 2027 presidential elections and return him for a 2nd Term.” https://t.co/ZOBNHytBeE",en,,6,23,123,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FlgDS4PXwAEkC5X?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FlgDS4PXwAEkC5X?format=jpg&name=large')]"
2023-01-02 21:40:50+00:00,"@itieubong @ewatomicruise @Topboychriss This is quite true, as prior to 2019 Atiku performance in elections have been low.. PDP is going nowhere this year",en,,0,0,3,0,
2023-01-02 20:26:59+00:00,"@JohnArnoldFndtn Agree. 

Also, it would be useful to have measures that don’t require averaging across many elections, since this year might be a special case. It might require granular examination of many specific votes.",en,,0,0,0,0,
2023-01-02 19:47:07+00:00,"@safe_lssjm221 @baudepilled @Western_Trad And no, elections done during an invasion held by the invaders in regions they have invaded are not valid. I can't believe we're having to clarify that.",en,,1,0,0,0,
2023-01-02 19:31:05+00:00,"@safe_lssjm221 @baudepilled @Western_Trad No, strongest insofar that you actually just stood by the bad justifications.

When you say the elections, which ones are you referring to? The referendums when they opted to leave, or the ones post invasion held by the Russians?",en,,1,0,0,0,
2023-01-02 18:56:19+00:00,"As they should.  ""Botched"" isn't quite the word though now is it?  The AZ governor's elections is more accurately described as CHEATING. https://t.co/HGdX13ce1S https://t.co/FVb6A6eJDh",en,,1,2,5,0,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FlfSl0BWIAMa4w2.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FlfSl0BWIAMa4w2.mp4', bitrate=0)])]"
2023-01-02 18:27:49+00:00,One idiot that can't even get 20 votes during primary elections is referring to Obj that has won presidential elections severally and assembled the best ministers with a good functioning economy 'someone'.,en,,0,0,0,0,
2023-01-02 15:59:50+00:00,"@GOP Let’s see it happen. In the past couple of years the GOP (we) have been all talk and no action. Clean up the border, clean up elections, clean up the biden, pelosi, harris, fauci, schiff, schumer crime families!",en,,0,0,0,0,
2023-01-02 14:48:17+00:00,"Big elections in 2023! 

Coming up first: February and April state Supreme Court elections in Wisconsin with pivotal implications for representative government (could swing their stance to undo their gerrymander) and whether to enforce an 1849 abortion ban (again, pivotal). https://t.co/1ByDxYVwTy",en,,1,21,30,1,
2023-01-02 12:15:00+00:00,"The only people surprised to see PH supporters being racist are those who thought PH is left wing.

There's only one left wing party in Malaysia and they didn't win a single seat in GE15.

Regardless, they have been helping downtrodden rakyat before and after elections.",en,,0,37,83,0,
2023-01-02 10:37:11+00:00,@vmk7uf TAENA ANO TO PH ELECTIONS NA NMN AJAJAH,tl,,1,0,2,0,
2023-01-02 10:32:51+00:00,FIDEs anti-corruption measures also worked during the elections. Not a single instance was detected. https://t.co/7ZVwOdLgm8,en,,2,4,42,0,
2023-01-02 10:13:22+00:00,"Nag-ala manghuhula si Vice President Sara Duterte at binigyan ng babala ang ka-tandem niya mula nitong 2022 elections na si President Bongbong Marcos Jr.

https://t.co/tZz03q6V21

#NewsKo
@bongbongmarcos 
@indaysara",tl,['NewsKo'],0,0,0,0,
2023-01-02 09:31:49+00:00,"@FridayitumaFri1 @easydon_love @UchennaEnenike @simon_ekpa Delta, bayelsa, ph etc what will happen to those regions abi are they not part of the Biafra land ??

Abi will you disrupt elections there too 

Don’t reduce our chances by reducing our votes",en,,1,0,0,0,
2023-01-02 07:09:17+00:00,"Happy new to all the patriotic Zimbabweans who want to see a democratic and prosperous Zimbabwe. Let us intensify our efforts, elections are around the corner.",en,,0,0,1,0,
2023-01-02 05:41:41+00:00,11. My shortest fic was this drabble that i did after the ph elections because i was so so so so angry over the outcome https://t.co/JTZTNpjF5E,en,,1,0,2,0,
2023-01-02 04:26:14+00:00,"Commission on Elections (COMELEC) Chairman George Erwin Garcia said the poll body should continue to earn public trust this 2023.
https://t.co/elFo2xao0u
@COMELEC 
#PolitikoNews",en,['PolitikoNews'],0,0,0,0,
2023-01-02 03:13:24+00:00,@TheIJR That would not be a fair election a few states with larger populations would elect a president over the other state the college is there to give smaller states a equal voice in the elections governors and senators etc are only elected by voters from their own state.,en,,0,0,0,0,
2023-01-02 02:31:26+00:00,@DavidBahnsen The way presidential elections should be: boring. Govt should influence us less.,en,,0,0,3,0,
2023-01-02 02:31:24+00:00,@Brian_Riedl The way presidential elections should be: boring. Govt should influence us less.,en,,0,0,4,0,
2023-01-02 02:05:29+00:00,@WSOnlineNews Common trait of douchebags is distain for democratic elections that they loose.,en,,0,0,0,0,
2023-01-02 01:02:34+00:00,Is this like parliament calling snap elections n the UK? (Sorta?) https://t.co/6MQiQDZxZI,en,,0,0,0,0,
2023-01-01 23:11:32+00:00,"@GideonOath But of course we could have done more &amp; the reason the voters asked that I run again for another term. The reason voters were upset when I was not adopted. The reason confusion &amp; resentment was felt against the party leading to the elections. The rest, as they say, is history.",en,,1,0,2,0,
2023-01-01 21:33:02+00:00,"2023 Elections: WHY IT SHOULD NOT BE TINUBU 

Part. 1

From my personal observations, I noticed 3 categories of people constitute the Asiwaju, Bola Tinubu supporters

1. The Elite who are currently enjoying from the backwardness of the country,

1/5 https://t.co/amMVPYeFFv",en,,6,75,100,1,"[Photo(previewUrl='https://pbs.twimg.com/media/Flas4mVXoAEfTom?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Flas4mVXoAEfTom?format=jpg&name=large')]"
2023-01-01 17:54:07+00:00,"it's alrdy jan 2 but man my 2022 was an eventful(?) yr lol

&gt; celebrated new year's countdown by myself
&gt; transferred depts @ smc, met great ppl 
&gt; ph elections xd
&gt; resigned and decided to pursue my master's degree
&gt; go to KR",en,,1,0,1,0,
2023-01-01 17:25:40+00:00,"✨ Started to heal mentally
✨ Left some toxic people and places
✨ Participated in H2H campaign during PH elections (syempre Leni-Kiko 🌸)
✨Voted for the 1st time
✨Become SLU-RCYC president 
✨Joined several organizations
✨Passed Biochemistry https://t.co/SlnZ6GdTeA",en,,0,0,1,0,
2023-01-01 16:47:20+00:00,"My highlight from Obasanjo thread ""Politics and elections are numbers game. You have the numbers, get up, stand up and make your numbers count.""
Lengthy but worth the read.",en,,0,1,2,0,
2023-01-01 16:42:19+00:00,"@Oolusegun_obj Wow.. This is my highlight from the thread ""Politics and elections are numbers game. You have the numbers, get up, stand up and make your numbers count."" Lengthy reading but worth it....",en,,0,0,6,0,
2023-01-01 16:06:57+00:00,"2023 Elections: Fmr President, Olusegun Obasanjo has endorsed the presidential candidate of the Labour Party, Peter Obi, as his preferred candidate for the 2023 elections https://t.co/aUAnJvBV4J",en,,2,5,37,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FlZiQYqX0AYVK3A?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FlZiQYqX0AYVK3A?format=jpg&name=large')]"
2023-01-01 14:47:43+00:00,@Rujo_ @Odogwu_Nomso 2023 elections will witness the highest turn out of voters in Nigeria.,en,,1,0,2,0,
2023-01-01 14:19:20+00:00,"We are in 2023. Get well soon #ImranKhan. So good to see him standing on his feet. PDM continues to run from elections. I am sure, he will not tolerate any idea of #technocrats. He will be on the roads &amp; will make their life challenging if they experiment with another failed one. https://t.co/x0Rmzo5Iql",en,"['ImranKhan', 'technocrats']",0,2,7,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FlZJoEJXEAMG_ii?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FlZJoEJXEAMG_ii?format=jpg&name=large')]"
